10-22-2025 15:52:19 RAM 14676/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@1728,1%@1651,4%@1651,2%@1651,1%@729,0%@729,0%@729,5%@729,off,off,off,off] EMC_FREQ 11%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.625C soc2@40.312C soc0@40.812C gpu@39.656C tj@43.625C soc1@40.187C VDD_GPU_SOC 2398mW/2398mW VDD_CPU_CV 399mW/399mW VIN_SYS_5V0 2813mW/2813mW
10-22-2025 15:53:03 RAM 14694/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [62%@1728,29%@1728,0%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.656C soc2@40.437C soc0@40.968C gpu@39.718C tj@43.656C soc1@40.25C VDD_GPU_SOC 2798mW/2652mW VDD_CPU_CV 1199mW/1026mW VIN_SYS_5V0 3315mW/3134mW
10-22-2025 15:53:04 RAM 14694/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [20%@1728,65%@1728,0%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.593C soc2@40.562C soc0@40.875C gpu@39.781C tj@43.593C soc1@40.437C VDD_GPU_SOC 2797mW/2655mW VDD_CPU_CV 1199mW/1030mW VIN_SYS_5V0 3315mW/3138mW
10-22-2025 15:53:05 RAM 14694/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@1728,89%@1728,0%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.687C soc2@40.437C soc0@41.062C gpu@39.75C tj@43.687C soc1@40.312C VDD_GPU_SOC 2797mW/2658mW VDD_CPU_CV 1199mW/1034mW VIN_SYS_5V0 3315mW/3142mW
10-22-2025 15:53:06 RAM 14697/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [5%@1728,84%@1728,0%@1728,0%@1728,5%@729,3%@729,3%@729,1%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.843C soc2@40.593C soc0@40.937C gpu@39.843C tj@43.843C soc1@40.312C VDD_GPU_SOC 2797mW/2661mW VDD_CPU_CV 1199mW/1037mW VIN_SYS_5V0 3315mW/3146mW
10-22-2025 15:53:07 RAM 14697/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [86%@1728,4%@1728,0%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.625C soc2@40.562C soc0@40.968C gpu@39.906C tj@43.625C soc1@40.281C VDD_GPU_SOC 2797mW/2664mW VDD_CPU_CV 1199mW/1041mW VIN_SYS_5V0 3321mW/3150mW
10-22-2025 15:53:08 RAM 14697/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [3%@1728,70%@1728,15%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.687C soc2@40.468C soc0@40.906C gpu@39.937C tj@43.687C soc1@40.406C VDD_GPU_SOC 2797mW/2667mW VDD_CPU_CV 1199mW/1044mW VIN_SYS_5V0 3321mW/3153mW
10-22-2025 15:53:09 RAM 14697/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,8%@1728,80%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.531C soc2@40.437C soc0@40.937C gpu@39.968C tj@43.531C soc1@40.312C VDD_GPU_SOC 2797mW/2669mW VDD_CPU_CV 1199mW/1047mW VIN_SYS_5V0 3315mW/3156mW
10-22-2025 15:53:10 RAM 14697/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@1728,0%@1728,90%@1728,0%@1728,1%@729,1%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.875C soc2@40.468C soc0@41C gpu@39.718C tj@43.875C soc1@40.312C VDD_GPU_SOC 2797mW/2672mW VDD_CPU_CV 1199mW/1050mW VIN_SYS_5V0 3321mW/3159mW
10-22-2025 15:53:11 RAM 14697/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@1728,9%@1728,81%@1728,0%@1728,1%@729,4%@729,3%@729,3%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.75C soc2@40.406C soc0@40.937C gpu@39.937C tj@43.75C soc1@40.25C VDD_GPU_SOC 2798mW/2674mW VDD_CPU_CV 1199mW/1053mW VIN_SYS_5V0 3321mW/3163mW
10-22-2025 15:53:12 RAM 14697/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@1728,0%@1728,88%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.687C soc2@40.406C soc0@40.937C gpu@40.187C tj@43.687C soc1@40.468C VDD_GPU_SOC 2797mW/2677mW VDD_CPU_CV 1199mW/1056mW VIN_SYS_5V0 3315mW/3165mW
10-22-2025 15:53:13 RAM 14697/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@1728,3%@1728,85%@1728,1%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.531C soc2@40.406C soc0@40.906C gpu@40.281C tj@43.531C soc1@40.375C VDD_GPU_SOC 2797mW/2679mW VDD_CPU_CV 1199mW/1058mW VIN_SYS_5V0 3315mW/3168mW
10-22-2025 15:53:14 RAM 14697/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@1728,0%@1728,90%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44C soc2@40.5C soc0@41.062C gpu@40.281C tj@44C soc1@40.312C VDD_GPU_SOC 2797mW/2681mW VDD_CPU_CV 1199mW/1061mW VIN_SYS_5V0 3321mW/3171mW
10-22-2025 15:53:15 RAM 14697/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [86%@729,0%@729,0%@729,0%@729,3%@1651,1%@1651,0%@1651,0%@1651,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 29%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.875C soc2@40.468C soc0@40.968C gpu@40.125C tj@43.875C soc1@40.312C VDD_GPU_SOC 2797mW/2683mW VDD_CPU_CV 1199mW/1063mW VIN_SYS_5V0 3321mW/3174mW
10-22-2025 15:53:16 RAM 14699/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [3%@729,0%@729,2%@729,2%@729,6%@1728,60%@1728,29%@1728,5%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.906C soc2@40.437C soc0@41C gpu@39.875C tj@43.906C soc1@40.312C VDD_GPU_SOC 2797mW/2685mW VDD_CPU_CV 1199mW/1066mW VIN_SYS_5V0 3321mW/3176mW
10-22-2025 15:53:17 RAM 14699/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@1728,83%@1728,7%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.968C soc2@40.437C soc0@40.968C gpu@40.125C tj@43.968C soc1@40.312C VDD_GPU_SOC 2797mW/2687mW VDD_CPU_CV 1199mW/1068mW VIN_SYS_5V0 3321mW/3179mW
10-22-2025 15:53:18 RAM 14699/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,0%@729,0%@729,0%@729,0%@1728,90%@1728,0%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.937C soc2@40.468C soc0@40.937C gpu@39.937C tj@43.937C soc1@40.312C VDD_GPU_SOC 2798mW/2689mW VDD_CPU_CV 1199mW/1070mW VIN_SYS_5V0 3321mW/3181mW
10-22-2025 15:53:19 RAM 14699/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@1728,55%@1728,33%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.781C soc2@40.406C soc0@40.937C gpu@39.875C tj@43.781C soc1@40.406C VDD_GPU_SOC 2798mW/2691mW VDD_CPU_CV 1199mW/1072mW VIN_SYS_5V0 3321mW/3184mW
10-22-2025 15:53:20 RAM 14699/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@1728,89%@1728,0%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.75C soc2@40.406C soc0@41.125C gpu@40.062C tj@43.75C soc1@40.437C VDD_GPU_SOC 2798mW/2692mW VDD_CPU_CV 1199mW/1074mW VIN_SYS_5V0 3321mW/3186mW
10-22-2025 15:53:21 RAM 14700/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,1%@729,2%@729,0%@729,5%@1728,54%@1728,36%@1728,1%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 33%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44C soc2@40.531C soc0@41.062C gpu@40.031C tj@44C soc1@40.375C VDD_GPU_SOC 2798mW/2694mW VDD_CPU_CV 1199mW/1076mW VIN_SYS_5V0 3315mW/3188mW
10-22-2025 15:53:22 RAM 14700/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@1728,23%@1728,67%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.812C soc2@40.5C soc0@40.937C gpu@39.843C tj@43.812C soc1@40.343C VDD_GPU_SOC 2798mW/2696mW VDD_CPU_CV 1199mW/1078mW VIN_SYS_5V0 3321mW/3190mW
10-22-2025 15:53:23 RAM 14700/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,0%@729,0%@729,0%@729,0%@1728,41%@1728,47%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44C soc2@40.468C soc0@40.968C gpu@40C tj@44C soc1@40.312C VDD_GPU_SOC 2797mW/2697mW VDD_CPU_CV 1199mW/1080mW VIN_SYS_5V0 3315mW/3192mW
10-22-2025 15:53:24 RAM 14700/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,1%@729,0%@729,0%@729,0%@1728,46%@1728,42%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.812C soc2@40.468C soc0@41.031C gpu@39.781C tj@43.812C soc1@40.312C VDD_GPU_SOC 2797mW/2699mW VDD_CPU_CV 1199mW/1082mW VIN_SYS_5V0 3315mW/3194mW
10-22-2025 15:53:25 RAM 14700/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@1728,81%@1728,6%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 33%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.062C soc2@40.562C soc0@41C gpu@40.187C tj@44.062C soc1@40.281C VDD_GPU_SOC 2798mW/2700mW VDD_CPU_CV 1199mW/1084mW VIN_SYS_5V0 3315mW/3196mW
10-22-2025 15:53:26 RAM 14700/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,3%@729,1%@729,1%@1728,87%@1728,1%@1728,4%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44C soc2@40.437C soc0@40.968C gpu@40.031C tj@44C soc1@40.312C VDD_GPU_SOC 2797mW/2702mW VDD_CPU_CV 1199mW/1086mW VIN_SYS_5V0 3315mW/3197mW
10-22-2025 15:53:27 RAM 14700/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@1728,76%@1728,12%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 33%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.812C soc2@40.5C soc0@41C gpu@40.093C tj@43.812C soc1@40.281C VDD_GPU_SOC 2797mW/2703mW VDD_CPU_CV 1199mW/1087mW VIN_SYS_5V0 3315mW/3199mW
10-22-2025 15:53:28 RAM 14700/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@1728,51%@1728,37%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.875C soc2@40.468C soc0@40.937C gpu@39.843C tj@43.875C soc1@40.562C VDD_GPU_SOC 2797mW/2705mW VDD_CPU_CV 1199mW/1089mW VIN_SYS_5V0 3315mW/3201mW
10-22-2025 15:53:29 RAM 14700/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@1728,54%@1728,37%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 33%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.812C soc2@40.437C soc0@40.937C gpu@40.031C tj@43.812C soc1@40.5C VDD_GPU_SOC 2798mW/2706mW VDD_CPU_CV 1199mW/1090mW VIN_SYS_5V0 3315mW/3202mW
10-22-2025 15:53:30 RAM 14700/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [3%@729,0%@729,0%@729,0%@729,0%@1728,20%@1728,69%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.781C soc2@40.531C soc0@40.968C gpu@40.031C tj@43.781C soc1@40.343C VDD_GPU_SOC 2797mW/2707mW VDD_CPU_CV 1199mW/1092mW VIN_SYS_5V0 3315mW/3204mW
10-22-2025 15:53:31 RAM 14698/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,0%@729,5%@729,0%@729,6%@1728,89%@1728,0%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.125C soc2@40.5C soc0@41.062C gpu@39.843C tj@44.125C soc1@40.406C VDD_GPU_SOC 2798mW/2708mW VDD_CPU_CV 1199mW/1093mW VIN_SYS_5V0 3315mW/3206mW
10-22-2025 15:53:32 RAM 14698/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@1728,44%@1728,46%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.75C soc2@40.562C soc0@41.093C gpu@40.062C tj@43.75C soc1@40.437C VDD_GPU_SOC 2798mW/2710mW VDD_CPU_CV 1199mW/1095mW VIN_SYS_5V0 3315mW/3207mW
10-22-2025 15:53:33 RAM 14698/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,0%@729,0%@729,0%@729,0%@1728,89%@1728,0%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.187C soc2@40.5C soc0@40.968C gpu@40C tj@44.187C soc1@40.375C VDD_GPU_SOC 2797mW/2711mW VDD_CPU_CV 1199mW/1096mW VIN_SYS_5V0 3321mW/3209mW
10-22-2025 15:53:34 RAM 14698/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@1728,72%@1728,17%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.937C soc2@40.5C soc0@41C gpu@39.875C tj@43.937C soc1@40.343C VDD_GPU_SOC 2798mW/2712mW VDD_CPU_CV 1199mW/1098mW VIN_SYS_5V0 3321mW/3210mW
10-22-2025 15:53:35 RAM 14698/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,1%@729,0%@729,0%@729,0%@1728,29%@1728,61%@1728,0%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.812C soc2@40.437C soc0@40.937C gpu@39.843C tj@43.812C soc1@40.656C VDD_GPU_SOC 2798mW/2713mW VDD_CPU_CV 1199mW/1099mW VIN_SYS_5V0 3315mW/3212mW
10-22-2025 15:53:36 RAM 14698/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [3%@729,1%@729,3%@729,0%@729,5%@1728,0%@1728,70%@1728,17%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.75C soc2@40.531C soc0@41C gpu@40C tj@43.75C soc1@40.531C VDD_GPU_SOC 2798mW/2714mW VDD_CPU_CV 1199mW/1100mW VIN_SYS_5V0 3321mW/3213mW
10-22-2025 15:53:37 RAM 14698/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@1728,0%@1728,22%@1728,68%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.718C soc2@40.468C soc0@40.937C gpu@40.281C tj@43.875C soc1@40.531C VDD_GPU_SOC 2797mW/2715mW VDD_CPU_CV 1199mW/1102mW VIN_SYS_5V0 3315mW/3214mW
10-22-2025 15:53:38 RAM 14698/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@1728,0%@1728,12%@1728,75%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.812C soc2@40.437C soc0@41.062C gpu@40.25C tj@43.812C soc1@40.343C VDD_GPU_SOC 2797mW/2716mW VDD_CPU_CV 1199mW/1103mW VIN_SYS_5V0 3315mW/3216mW
10-22-2025 15:53:39 RAM 14698/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,0%@729,0%@729,0%@729,0%@1728,0%@1728,27%@1728,55%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.718C soc2@40.531C soc0@41.156C gpu@39.937C tj@43.718C soc1@40.343C VDD_GPU_SOC 2797mW/2717mW VDD_CPU_CV 1199mW/1104mW VIN_SYS_5V0 3315mW/3217mW
10-22-2025 15:53:40 RAM 14698/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,1%@729,0%@1728,0%@1728,0%@1728,85%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.906C soc2@40.562C soc0@41.156C gpu@40.125C tj@43.906C soc1@40.343C VDD_GPU_SOC 2797mW/2718mW VDD_CPU_CV 1199mW/1105mW VIN_SYS_5V0 3315mW/3218mW
10-22-2025 15:53:41 RAM 14698/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,2%@729,2%@729,0%@729,4%@1728,1%@1728,46%@1728,41%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.75C soc2@40.562C soc0@41.093C gpu@39.968C tj@43.75C soc1@40.343C VDD_GPU_SOC 2797mW/2719mW VDD_CPU_CV 1199mW/1106mW VIN_SYS_5V0 3321mW/3219mW
10-22-2025 15:53:43 RAM 14698/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@1728,0%@1728,11%@1728,77%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 33%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.062C soc2@40.5C soc0@41C gpu@39.937C tj@44.062C soc1@40.375C VDD_GPU_SOC 2798mW/2720mW VDD_CPU_CV 1199mW/1107mW VIN_SYS_5V0 3315mW/3220mW
10-22-2025 15:53:44 RAM 14698/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@1728,0%@1728,56%@1728,30%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.906C soc2@40.562C soc0@41.031C gpu@40.062C tj@43.906C soc1@40.343C VDD_GPU_SOC 2797mW/2721mW VDD_CPU_CV 1199mW/1109mW VIN_SYS_5V0 3321mW/3222mW
10-22-2025 15:53:45 RAM 14698/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@1728,0%@1728,73%@1728,13%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@44.031C soc2@40.468C soc0@41.031C gpu@39.875C tj@44.031C soc1@40.343C VDD_GPU_SOC 2797mW/2722mW VDD_CPU_CV 1199mW/1110mW VIN_SYS_5V0 3315mW/3223mW
10-22-2025 15:53:46 RAM 14698/62841MB (lfb 873x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,0%@729,0%@729,0%@729,0%@1574,0%@1574,83%@1574,0%@1574,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 25%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.843C soc2@40.5C soc0@41.062C gpu@40.031C tj@43.843C soc1@40.281C VDD_GPU_SOC 2797mW/2723mW VDD_CPU_CV 1199mW/1111mW VIN_SYS_5V0 3215mW/3223mW
