10-15-2025 16:49:16 RAM 14110/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [5%@1728,0%@729,0%@729,0%@729,1%@1420,5%@1574,0%@1574,0%@1574,off,off,off,off] EMC_FREQ 3%@665 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.125C soc2@43.093C soc0@43.625C gpu@42.468C tj@46.125C soc1@43.093C VDD_GPU_SOC 2398mW/2398mW VDD_CPU_CV 399mW/399mW VIN_SYS_5V0 2813mW/2813mW
10-15-2025 16:49:59 RAM 14103/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [3%@729,0%@729,0%@729,0%@729,78%@1728,0%@1728,0%@1728,8%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.718C soc2@43.125C soc0@43.562C gpu@42.687C tj@46.718C soc1@42.937C VDD_GPU_SOC 2797mW/2643mW VDD_CPU_CV 1199mW/1026mW VIN_SYS_5V0 3315mW/3139mW
10-15-2025 16:50:00 RAM 14103/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@729,0%@729,0%@729,0%@729,58%@1728,0%@1728,0%@1728,26%@1728,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 32%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.312C soc2@43.187C soc0@43.531C gpu@42.468C tj@46.312C soc1@43C VDD_GPU_SOC 2798mW/2647mW VDD_CPU_CV 1199mW/1030mW VIN_SYS_5V0 3315mW/3143mW
10-15-2025 16:50:01 RAM 14106/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [7%@1728,9%@1728,1%@1728,0%@1728,0%@729,0%@729,0%@729,79%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.312C soc2@43.093C soc0@43.75C gpu@42.531C tj@46.312C soc1@43.031C VDD_GPU_SOC 2798mW/2650mW VDD_CPU_CV 1199mW/1034mW VIN_SYS_5V0 3315mW/3147mW
10-15-2025 16:50:02 RAM 14106/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [8%@1728,14%@1728,10%@1728,57%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 36%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.625C soc2@43.187C soc0@43.625C gpu@42.968C tj@46.625C soc1@42.968C VDD_GPU_SOC 2798mW/2653mW VDD_CPU_CV 1199mW/1037mW VIN_SYS_5V0 3315mW/3150mW
10-15-2025 16:50:03 RAM 14106/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@1728,0%@1728,76%@1728,10%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 36%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.312C soc2@43.093C soc0@43.562C gpu@42.968C tj@46.312C soc1@42.968C VDD_GPU_SOC 2798mW/2656mW VDD_CPU_CV 1199mW/1041mW VIN_SYS_5V0 3315mW/3154mW
10-15-2025 16:50:04 RAM 14106/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@1728,0%@1728,57%@1728,28%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 32%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.25C soc2@43.031C soc0@43.593C gpu@42.968C tj@46.25C soc1@43.125C VDD_GPU_SOC 2798mW/2659mW VDD_CPU_CV 1199mW/1044mW VIN_SYS_5V0 3315mW/3157mW
10-15-2025 16:50:05 RAM 14106/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@1728,0%@1728,30%@1728,56%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.25C soc2@43.156C soc0@43.75C gpu@42.906C tj@46.25C soc1@43C VDD_GPU_SOC 2798mW/2662mW VDD_CPU_CV 1199mW/1047mW VIN_SYS_5V0 3315mW/3160mW
10-15-2025 16:50:06 RAM 14102/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@1728,4%@1728,24%@1728,58%@1728,3%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.281C soc2@43.093C soc0@43.687C gpu@42.968C tj@46.593C soc1@42.906C VDD_GPU_SOC 2797mW/2664mW VDD_CPU_CV 1199mW/1050mW VIN_SYS_5V0 3315mW/3163mW
10-15-2025 16:50:07 RAM 14101/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@1728,1%@1728,18%@1728,67%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.406C soc2@43.062C soc0@43.593C gpu@42.906C tj@46.406C soc1@42.968C VDD_GPU_SOC 2798mW/2667mW VDD_CPU_CV 1199mW/1053mW VIN_SYS_5V0 3315mW/3166mW
10-15-2025 16:50:08 RAM 14101/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@1728,0%@1728,7%@1728,75%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.187C soc2@43.062C soc0@43.625C gpu@42.875C tj@46.187C soc1@43.031C VDD_GPU_SOC 2797mW/2669mW VDD_CPU_CV 1199mW/1056mW VIN_SYS_5V0 3315mW/3169mW
10-15-2025 16:50:09 RAM 14101/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,3%@1728,82%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.531C soc2@43.125C soc0@43.687C gpu@42.843C tj@46.531C soc1@43C VDD_GPU_SOC 2797mW/2672mW VDD_CPU_CV 1199mW/1058mW VIN_SYS_5V0 3315mW/3172mW
10-15-2025 16:50:10 RAM 14101/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [2%@1728,0%@1728,13%@1728,69%@1728,0%@729,1%@729,0%@729,1%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.375C soc2@43.125C soc0@43.625C gpu@42.875C tj@46.375C soc1@42.937C VDD_GPU_SOC 2797mW/2674mW VDD_CPU_CV 1199mW/1061mW VIN_SYS_5V0 3315mW/3174mW
10-15-2025 16:50:11 RAM 14100/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [54%@1728,3%@1728,14%@1728,19%@1728,2%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 33%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.312C soc2@43.156C soc0@43.625C gpu@42.812C tj@46.312C soc1@43.125C VDD_GPU_SOC 2797mW/2676mW VDD_CPU_CV 1199mW/1063mW VIN_SYS_5V0 3315mW/3177mW
10-15-2025 16:50:12 RAM 14101/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [50%@1728,35%@1728,5%@1728,0%@1728,0%@729,0%@729,1%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 29%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.281C soc2@43.062C soc0@43.75C gpu@42.562C tj@46.281C soc1@43.062C VDD_GPU_SOC 2797mW/2678mW VDD_CPU_CV 1199mW/1066mW VIN_SYS_5V0 3315mW/3179mW
10-15-2025 16:50:13 RAM 14101/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,84%@1728,0%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 28%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.562C soc2@43.125C soc0@43.593C gpu@42.531C tj@46.562C soc1@42.968C VDD_GPU_SOC 2798mW/2680mW VDD_CPU_CV 1199mW/1068mW VIN_SYS_5V0 3315mW/3182mW
10-15-2025 16:50:15 RAM 14101/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [31%@1728,57%@1728,0%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.437C soc2@43.187C soc0@43.625C gpu@42.531C tj@46.437C soc1@43C VDD_GPU_SOC 2798mW/2682mW VDD_CPU_CV 1199mW/1070mW VIN_SYS_5V0 3315mW/3184mW
10-15-2025 16:50:16 RAM 14101/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [48%@1728,11%@1728,30%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.281C soc2@43.093C soc0@43.5C gpu@42.468C tj@46.281C soc1@43.156C VDD_GPU_SOC 2798mW/2684mW VDD_CPU_CV 1199mW/1072mW VIN_SYS_5V0 3315mW/3186mW
10-15-2025 16:50:17 RAM 14100/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [1%@1728,47%@1728,37%@1728,4%@1728,3%@729,1%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.562C soc2@43.218C soc0@43.625C gpu@42.5C tj@46.406C soc1@42.968C VDD_GPU_SOC 2797mW/2686mW VDD_CPU_CV 1199mW/1074mW VIN_SYS_5V0 3315mW/3188mW
10-15-2025 16:50:18 RAM 14100/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,9%@729,47%@729,1%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 6%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.25C soc2@43.031C soc0@43.687C gpu@42.5C tj@46.031C soc1@43.031C VDD_GPU_SOC 2798mW/2688mW VDD_CPU_CV 799mW/1070mW VIN_SYS_5V0 2913mW/3184mW
10-15-2025 16:50:19 RAM 14100/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,2%@729,0%@729,1%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 2%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@45.937C soc2@43.031C soc0@43.687C gpu@42.437C tj@45.937C soc1@43.031C VDD_GPU_SOC 2399mW/2683mW VDD_CPU_CV 399mW/1059mW VIN_SYS_5V0 2512mW/3173mW
10-15-2025 16:50:20 RAM 14100/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,1%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 1%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.093C soc2@43.031C soc0@43.656C gpu@42.437C tj@46.093C soc1@42.906C VDD_GPU_SOC 1999mW/2673mW VDD_CPU_CV 399mW/1049mW VIN_SYS_5V0 2411mW/3161mW
10-15-2025 16:50:21 RAM 14100/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,2%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@45.968C soc2@43C soc0@43.562C gpu@42.437C tj@45.968C soc1@42.937C VDD_GPU_SOC 1999mW/2662mW VDD_CPU_CV 399mW/1039mW VIN_SYS_5V0 2512mW/3151mW
10-15-2025 16:50:22 RAM 14102/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [3%@729,5%@729,0%@729,6%@729,0%@729,0%@729,1%@729,6%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.156C soc2@43.031C soc0@43.593C gpu@42.437C tj@46.156C soc1@42.843C VDD_GPU_SOC 1999mW/2652mW VDD_CPU_CV 399mW/1029mW VIN_SYS_5V0 2712mW/3145mW
10-15-2025 16:50:23 RAM 14102/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,2%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.25C soc2@42.937C soc0@43.562C gpu@42.437C tj@46.25C soc1@43C VDD_GPU_SOC 1999mW/2643mW VDD_CPU_CV 399mW/1020mW VIN_SYS_5V0 2411mW/3134mW
10-15-2025 16:50:24 RAM 14102/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,1%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46C soc2@42.968C soc0@43.5C gpu@42.437C tj@46C soc1@43.093C VDD_GPU_SOC 1999mW/2633mW VDD_CPU_CV 399mW/1011mW VIN_SYS_5V0 2411mW/3123mW
10-15-2025 16:50:25 RAM 14102/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,1%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@46.125C soc2@42.937C soc0@43.562C gpu@42.437C tj@46.125C soc1@42.843C VDD_GPU_SOC 1999mW/2624mW VDD_CPU_CV 399mW/1002mW VIN_SYS_5V0 2411mW/3113mW
10-15-2025 16:50:26 RAM 14102/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@45.812C soc2@42.937C soc0@43.531C gpu@42.437C tj@45.812C soc1@42.875C VDD_GPU_SOC 1999mW/2615mW VDD_CPU_CV 399mW/993mW VIN_SYS_5V0 2411mW/3103mW
10-15-2025 16:50:27 RAM 14104/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [9%@729,0%@729,0%@729,5%@729,3%@729,0%@729,3%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@45.843C soc2@42.875C soc0@43.437C gpu@42.437C tj@45.843C soc1@42.937C VDD_GPU_SOC 1999mW/2606mW VDD_CPU_CV 399mW/985mW VIN_SYS_5V0 2612mW/3096mW
10-15-2025 16:50:28 RAM 14104/62841MB (lfb 866x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,1%@729,4%@729,0%@729,0%@729,2%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[0,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@45.968C soc2@42.843C soc0@43.5C gpu@42.437C tj@45.968C soc1@42.843C VDD_GPU_SOC 1999mW/2598mW VDD_CPU_CV 399mW/977mW VIN_SYS_5V0 2512mW/3088mW
